Branch,Gender,10th%,12th%,Sem_1,Sem_2,Sem_3,Sem_4,Sem_5,Sem_6,Aggregate,Admission_Entrance_Exam,Company,Tier,No_of_Offers,Company Type
CSE,Male,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,amadeus,1,1,Private
CSE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,COMED-K,amadeus,1,1,Private
ISE,Male,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,amadeus,1,1,Private
CSE,Male,FCD,FCD,FC,FCD,FCD,FCD,FCD,FCD,FCD,CET,amadeus,1,2,Private
ISE,Female,FCD,FCD,FCD,FCD,FC,FC,FCD,FCD,FCD,CET,amadeus,1,2,Private
ISE,Female,FCD,FC,FC,FC,FC,SC,FC,FC,FC,CET,arrisa,1,1,Private
ISE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,arrisa,1,1,Private
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,arrisa,1,2,Private
CSE,Female,FCD,FCD,FC,FC,SC,FC,FC,FC,FC,Management,atos,3,1,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,atos,3,1,MNC
ECE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,atos,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,atos,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,SC,FC,FC,FC,FC,Management,atos,3,1,MNC
ECE,Female,FCD,FCD,FC,FC,FC,FC,FCD,FC,FC,COMED-K,atos,3,1,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,atos,3,1,MNC
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,Management,atos,3,1,MNC
CSE,Male,FC,FCD,FC,FC,SC,FC,FC,FC,FC,Management,betsol,2,1,Private
CSE,Male,FCD,FCD,FC,FC,SC,SC,SC,SC,SC,CET,betsol,2,1,Private
CSE,Male,FC,FCD,SC,SC,FC,SC,SC,SC,SC,COMED-K,betsol,2,1,Private
MECH,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,Management,byju's,2,1,Private
MECH,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,byju's,2,1,Private
ECE,Female,FCD,FCD,SC,FC,SC,SC,FC,FC,FC,COMED-K,byju's,2,2,Private
CSE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,adobe,1,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,century link,2,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,century link,2,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,century link,2,2,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FCD,FCD,CET,cisco,1,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,cisco,1,1,MNC
ISE,Female,FCD,FCD,FC,FCD,FCD,FCD,FC,FCD,FCD,CET,cognizant,2,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,affirmed networks,1,1,Private
CSE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,COMED-K,deloitte india,2,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,deloitte usi advisory,2,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,deloitte usi advisory,2,1,MNC
ECE,Male,FC,FCD,FCD,FCD,FC,FCD,FCD,FCD,FCD,CET,deloitte usi advisory,2,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,deloitte usi advisory,2,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,deloitte usi advisory,2,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FCD,FC,FC,Management,deloitte usi advisory,2,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FC,FCD,FCD,CET,deloitte usi advisory,2,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,deloitte usi advisory,2,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,deloitte usi advisory,2,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,COMED-K,deloitte usi advisory,2,1,MNC
ISE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,deloitte usi advisory,2,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FC,FC,FCD,FCD,FCD,Management,deloitte usi advisory,2,1,MNC
ISE,Male,FCD,FC,FC,FCD,FC,FC,FC,FC,FC,Management,deloitte usi advisory,2,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,FCD,COMED-K,deloitte usi advisory,2,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FCD,FCD,FCD,COMED-K,deloitte usi advisory,2,1,MNC
MECH,Male,FCD,FCD,FCD,FCD,FCD,FC,FCD,FCD,FCD,CET,deloitte usi advisory,2,1,MNC
CSE,Male,FC,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,dxc technologies,2,1,Private 
ECE,Male,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,dxc technologies,2,1,Private 
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FCD,FCD,FCD,CET,dxc technologies,2,2,Private 
CSE,Male,FCD,FCD,FC,FCD,FC,FCD,FCD,FC,FC,CET,edgeverve,1,1,Private
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,amazon,1,1,MNC
ECE,Female,FC,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,ericsson,3,1,MNC
ECE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,ericsson,3,1,MNC
ECE,Female,FC,FCD,FC,FC,FC,FC,FC,FC,FC,Management,ericsson,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,ericsson,3,1,MNC
ECE,Female,FCD,FCD,FC,FC,SC,FC,FC,FC,FC,COMED-K,ericsson,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,SC,FC,FC,FC,COMED-K,ericsson,3,1,MNC
ISE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,ericsson,3,1,MNC
ISE,Female,FCD,FCD,SC,FC,FC,FC,FC,FC,FC,CET,ericsson,3,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,ericsson,3,1,MNC
MECH,Male,FC,FC,SC,FC,SC,SC,SC,SC,SC,Management,evosys,3,1,Private
ISE,Female,FCD,FCD,FCD,FCD,FC,FC,FCD,FCD,FCD,COMED-K,extreme network,1,2,MNC
CSE,Male,FCD,FC,FC,FC,FC,FC,FCD,FC,FC,Management,extreme network,1,2,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FCD,FCD,CET,extreme network,1,2,MNC
ISE,Male,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,FCD,CET,extreme network,1,2,MNC
CSE,Female,FCD,FCD,FC,FC,SC,FC,FC,FC,FC,Management,ge,1,2,MNC
MECH,Female,FCD,FCD,FCD,FCD,FC,FCD,FCD,FCD,FCD,CET,ge,1,1,MNC
MECH,Male,FCD,FCD,FCD,FCD,FCD,FCD,FC,FCD,FCD,CET,ge,1,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,ge,1,2,MNC
CSE,Male,FC,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,ge,1,2,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,ge,1,2,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,Management,ge,1,2,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,ge,1,2,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FCD,FC,FC,CET,ge,1,2,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,genpact,2,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,genpact,2,1,MNC
ISE,Male,FCD,FCD,SC,FC,FC,FC,FC,FC,FC,COMED-K,genpact,2,2,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,genpact,2,2,MNC
CSE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,Management,genpact,2,2,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FCD,FCD,FCD,FCD,CET,gigsky india private limited,1,1,Private 
CSE,Female,FCD,FCD,SC,SC,SC,FC,FC,FC,SC,Management,gocrack it,3,1,Private
CSE,Male,FC,FC,SC,SC,SC,FC,FC,FC,SC,CET,gocrack it,3,1,Private
CSE,Female,FCD,FCD,FC,FC,SC,FC,SC,FC,FC,COMED-K,grofers,1,2,Private 
ISE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FCD,FCD,COMED-K,head digital works pvt. ltd.,2,1,Private 
CSE,Male,FCD,FC,FC,FC,FC,SC,SC,FC,FC,COMED-K,head digital works pvt. ltd.,2,2,Private 
CSE,Female,FCD,FC,SC,SC,SC,SC,FC,FC,SC,CET,head digital works pvt. ltd.,2,2,Private 
ISE,Male,FCD,FCD,FC,FC,FCD,FCD,FC,FC,FC,COMED-K,hiver,2,1,Private 
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,hotelsoft,3,1,Private 
ECE,Male,FCD,FCD,FCD,FCD,FC,SC,FC,FC,FC,COMED-K,hotelsoft,3,1,Private 
CSE,Female,FCD,FCD,FCD,FC,FCD,FC,FC,FC,FC,COMED-K,adobe,1,2,MNC
CSE,Female,FCD,FCD,FC,FCD,FCD,FCD,FCD,FCD,FCD,COMED-K,adobe,1,2,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,COMED-K,ibm,2,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FCD,FCD,CET,ibm,2,1,MNC
ECE,Male,FC,FC,FC,FCD,FC,FC,SC,FC,FC,COMED-K,ibm,2,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FCD,FCD,COMED-K,ibm,2,1,MNC
ISE,Female,FCD,FCD,FC,FC,SC,SC,FC,FC,FC,COMED-K,ibm,1,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FCD,CET,ibm,1,2,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,Management,ibm,1,2,MNC
CSE,Female,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,FCD,CET,ibm,1,2,MNC
